Manufacturer,Model,Year,Type,SubType,Size_Class,Price,Currency,Serial_Number,Meter_Reads,Meter_Reads_UOM,URL,Seller_City,Seller_State,Seller_Zip,Seller_Country,Seller_Name,Condition,Machine_Location
Bobcat,430,2006,Excavators,Mini Excavators,43 hp,1,USD, 562912312, 3238,Hours,https://www.constructionequipmentguide.com/used-equipment/bobcat/excavators/430/id/39777420, OCANA,ESP,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,ZX10U-2,2017,Excavators,Mini Excavators,13 hp,1,USD, HCM1MP00J00013032, 388,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx10u-2/id/38823084, CAORSO,ITA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,EX30-2,1995,Excavators,Mini Excavators,23 hp,1,USD, 1AE03957, 2818,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/ex30-2/id/39109717, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Wacker Neuson,803 DUAL POWER,2017,Excavators,Mini Excavators,16 hp,1,USD, WNCE0801TPAL02414,Null,Null,https://www.constructionequipmentguide.com/used-equipment/wacker-neuson/excavators/803_dual_power/id/39720320, MEPPEN,DEU,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kubota,KX91-3S2,2012,Excavators,Mini Excavators,30 hp,1,USD, 41555,Null,Null,https://www.constructionequipmentguide.com/used-equipment/kubota/excavators/kx91-3s2/id/39751615, HOUSTON,TX,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
JCB,86C-1,2015,Excavators,Mid-Sized Excavators,48 hp,1,USD, JCB086C1P02250069,Null,Null,https://www.constructionequipmentguide.com/used-equipment/jcb/excavators/86c-1/id/39721137, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,300.9D,2013,Excavators,Mini Excavators,13 hp,1,USD, CAT3009DVLJM01070, 626,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/300.9d/id/39617134, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,302CR,2019,Excavators,Mini Excavators,19 hp,1,USD, CAT00302TRHM00719, 36,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/302cr/id/39621408, MEPPEN,DEU,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,307.5,2020,Excavators,Mid-Sized Excavators,56 hp,1,USD, CAT03075PGW701829, 508,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/307.5/id/39210972, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,301.4C,2014,Excavators,Mini Excavators,24 hp,1,USD, CAT3014CPLJK01739, 2332,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/301.4c/id/39830731, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,304E2CR,2015,Excavators,Mini Excavators,40 hp,1,USD, CJ200649,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2cr/id/38990275, COLUMBUS,OH,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,304E2CR,2016,Excavators,Mini Excavators,40 hp,1,USD, CAT0304EPME401648,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2cr/id/39358256, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,305E2 CR,2004,Excavators,Mini Excavators,40 hp,1,USD, CAT00305CDGT00,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2_cr/id/39775231, LOS ANGELES,CA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,305E2 CR,2005,Excavators,Mini Excavators,40 hp,1,USD, CAT00305VDGT01,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2_cr/id/39775232, LOS ANGELES,CA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,303.5,2016,Excavators,Mini Excavators,27 hp,1,USD, CAT3035ECJWY01452,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303.5/id/39824730, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,301.8,2019,Excavators,Mini Excavators,18 hp,1,USD, CAT03018KH8X01484, 214,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/301.8/id/39621409, MEPPEN,DEU,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,305ECR,2013,Excavators,Mini Excavators,42 hp,1,USD, CAT0305ECXFA02705, 3282,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305ecr/id/39875679, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,304CR,2006,Excavators,Mini Excavators,37 hp,1,USD, NAD4092,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304cr/id/39871043, BROOKLYN,MS,,US,"Jeff Martin Auctioneers, Inc",Null," Brooklyn, MS"
Takeuchi,TB175W,2002,Excavators,Mid-Sized Excavators,71 hp,1,USD, 17511178, 7226,Hours,https://www.constructionequipmentguide.com/used-equipment/takeuchi/excavators/tb175w/id/39111387, COLUMBUS,OH,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Doosan,DX140W-5,2020,Excavators,Standard Wheeled Excavators,137 hp,1,USD, DHKCEWANCL5006672, 350,Hours,https://www.constructionequipmentguide.com/used-equipment/doosan/excavators/dx140w-5/id/39908667, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
MECALAC,12MTX,2009,Excavators,Mid-Sized Wheeled Excavators,114 hp,1,USD, MEC12MTXA90040182,Null,Null,https://www.constructionequipmentguide.com/used-equipment/mecalac/excavators/12mtx/id/39621344, ST AUBIN SUR GAILLON,FRA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
MECALAC,12MTX,2014,Excavators,Mid-Sized Wheeled Excavators,114 hp,1,USD, MEC12MTXJE0042777, 8400,Hours,https://www.constructionequipmentguide.com/used-equipment/mecalac/excavators/12mtx/id/39907852, ST AUBIN SUR GAILLON,FRA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Takeuchi,TB216,2015,Excavators,Mini Excavators,15 hp,1,USD, 216003654, 1058,Hours,https://www.constructionequipmentguide.com/used-equipment/takeuchi/excavators/tb216/id/39808795, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Takeuchi,TB216,2015,Excavators,Mini Excavators,15 hp,1,USD, 216003473, 1055,Hours,https://www.constructionequipmentguide.com/used-equipment/takeuchi/excavators/tb216/id/39808796, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,308E2 CRSB,2013,Excavators,Mid-Sized Excavators,49 hp,1,USD, CAT0308EKTMX00640,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2_crsb/id/39560740, BRISBANE,AUS,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,308E2CRSB,2017,Excavators,Mid-Sized Excavators,65 hp,1,USD, CAT0308ECFJX07516,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2crsb/id/39074144, COLUMBUS,OH,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,308E2CRSB,2017,Excavators,Mid-Sized Excavators,65 hp,1,USD, CAT0308ECFJX08562,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2crsb/id/39752613, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,308E2CRSB,2017,Excavators,Mid-Sized Excavators,65 hp,1,USD, CAT0308EKFJX08260,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2crsb/id/39752614, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
JCB,100C,2016,Excavators,Mid-Sized Excavators,74 hp,1,USD, 1911997, 3523,Hours,https://www.constructionequipmentguide.com/used-equipment/jcb/excavators/100c/id/39830539, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Komatsu,PC160LC-8,2011,Excavators,Standard Excavators,115 hp,1,USD, 25106, 2475,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc160lc-8/id/39824049, HOUSTON,TX,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Komatsu,PC210LCI-10,2016,Excavators,Large Excavators,158 hp,1,USD, K65003, 6323,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc210lci-10/id/39503405, ST AUBIN SUR GAILLON,FRA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Liebherr,R934C LITRONIC,2008,Excavators,Large Excavators,195 hp,1,USD, WLHZ0918HZC022907,Null,Null,https://www.constructionequipmentguide.com/used-equipment/liebherr/excavators/r934c_litronic/id/39422099, ST AUBIN SUR GAILLON,FRA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
John Deere,350GLC,2018,Excavators,Large Excavators,271 hp,1,USD, 1FF350GXAHD812228, 4272,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/350glc/id/39499124, GRANDE PRAIRIE,AB,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
John Deere,350GLC,2012,Excavators,Large Excavators,271 hp,1,USD, 1FF350GXJCD808751, 11300,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/350glc/id/39588858, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
John Deere,350GLC,2012,Excavators,Large Excavators,271 hp,1,USD, 1FF350GXCCD808444, 10759,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/350glc/id/39588859, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,352F,2016,Excavators,Large Excavators,417 hp,1,USD, KGP00349, 10946,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/352f/id/39881834, MOERDIJK,NLD,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,352F,2016,Excavators,Large Excavators,417 hp,1,USD, CAT0352FCKBP00326, 12512,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/352f/id/39881835, MOERDIJK,NLD,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hyundai,R55W-9,2014,Excavators,Mid-Sized Excavators,Null,1,USD, HHKHM904JE0001765, 2594,Hours,https://www.constructionequipmentguide.com/used-equipment/hyundai/excavators/r55w-9/id/39908690, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,ZX135-6,2017,Excavators,Standard Excavators,Null,1,USD, HCMDA50L00100517,Null,Null,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx135-6/id/39809009, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hyundai,ROBEX 290LC-7,2005,Excavators,Large Excavators,Null,1,USD, N80110869, 3439,Hours,https://www.constructionequipmentguide.com/used-equipment/hyundai/excavators/robex_290lc-7/id/39560712, BRISBANE,AUS,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,302.7D,2011,Excavators,Mini Excavators,Null,1,USD, CAT3027DVLJL00156,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/302.7d/id/39617588, PHOENIX,AZ,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,ECR50D,2017,Excavators,Mini Excavators,Null,1,USD, 05701, 2400,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ecr50d/id/39757179, ST AUBIN SUR GAILLON,FRA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kobelco,SK210LC,2007,Excavators,Large Excavators,Null,1,USD, YQ09U3442, 9272,Hours,https://www.constructionequipmentguide.com/used-equipment/kobelco/excavators/sk210lc/id/39166507, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kobelco,SK210LC,2004,Excavators,Large Excavators,Null,1,USD, YQ08U1554, 8797,Hours,https://www.constructionequipmentguide.com/used-equipment/kobelco/excavators/sk210lc/id/39296479, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kobelco,SK210LC,2005,Excavators,Large Excavators,Null,1,USD, Y008-U1819,Null,Null,https://www.constructionequipmentguide.com/used-equipment/kobelco/excavators/sk210lc/id/39776880, COLUMBUS,OH,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,ZX225USLC-6,2018,Excavators,Large Excavators,Null,1,USD, HCMDFB50H00501861, 4230,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx225uslc-6/id/39418995, MONTREAL,QC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Takeuchi,TB150C,2010,Excavators,Mini Excavators,Null,1,USD, 15010954, 13449,Hours,https://www.constructionequipmentguide.com/used-equipment/takeuchi/excavators/tb150c/id/38926708, OCANA,ESP,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Takeuchi,TB150C,2010,Excavators,Mini Excavators,Null,1,USD, 15010223, 3373,Hours,https://www.constructionequipmentguide.com/used-equipment/takeuchi/excavators/tb150c/id/38926709, OCANA,ESP,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Takeuchi,TB150C,,Excavators,Mini Excavators,Null,1,USD, 14515645,Null,Null,https://www.constructionequipmentguide.com/used-equipment/takeuchi/excavators/tb150c/id/39442537, DUBAI,ARE,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Takeuchi,TB150C,2010,Excavators,Mini Excavators,Null,1,USD, 15010343, 3598,Hours,https://www.constructionequipmentguide.com/used-equipment/takeuchi/excavators/tb150c/id/39750668, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Volvo,EC290B LC,2006,Excavators,Large Excavators,Null,1,USD, V80128, 10800,Hours,https://www.constructionequipmentguide.com/used-equipment/volvo/excavators/ec290b_lc/id/39620482, OCANA,ESP,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
JCB,8030ZTS,2014,Excavators,Mini Excavators,28 hp,1,USD, JCB08030C02117000, 2439,Hours,https://www.constructionequipmentguide.com/used-equipment/jcb/excavators/8030zts/id/39353235, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
JCB,8018CTS,2015,Excavators,Mini Excavators,20 hp,1,USD, JCB08016GH02334903, 1931,Hours,https://www.constructionequipmentguide.com/used-equipment/jcb/excavators/8018cts/id/39353233, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Hitachi,ZX350LCN-6,2017,Excavators,Large Excavators,Null,1,USD, HCMDDQ5XP00030260, 4702,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx350lcn-6/id/38823082, CAORSO,ITA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
JCB,8050RTS,2014,Excavators,Mini Excavators,Null,1,USD, JCB08050K02379089, 1948,Hours,https://www.constructionequipmentguide.com/used-equipment/jcb/excavators/8050rts/id/39622480, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kobelco,SK220LCIV,1996,Excavators,Large Excavators,Null,1,USD, LLU1385,Null,Null,https://www.constructionequipmentguide.com/used-equipment/kobelco/excavators/sk220lciv/id/39110562, CHEHALIS,WA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
EUROCOMACH,ES18ZT,2014,Excavators,Mini Excavators,Null,1,USD, CD01199, 278,Hours,https://www.constructionequipmentguide.com/used-equipment/eurocomach/excavators/es18zt/id/39363950, CAORSO,ITA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kobelco,80CS,2006,Excavators,Mid-Sized Excavators,54 hp,1,USD, LF04-02606,Null,Null,https://www.constructionequipmentguide.com/used-equipment/kobelco/excavators/80cs/id/39773415, NORTH EAST,MD,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kobelco,ED150,2008,Excavators,Standard Excavators,94 hp,1,USD, YL0501039,Null,Null,https://www.constructionequipmentguide.com/used-equipment/kobelco/excavators/ed150/id/39348304, CHILLIWACK,BC,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
JCB,8018 CTS,2017,Excavators,Mini Excavators,19 hp,1,USD, JCB08018CH2583515, 1091,Hours,https://www.constructionequipmentguide.com/used-equipment/jcb/excavators/8018_cts/id/39353229, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
JCB,8018 CTS,2017,Excavators,Mini Excavators,19 hp,1,USD, JCB08018LH2545478, 1033,Hours,https://www.constructionequipmentguide.com/used-equipment/jcb/excavators/8018_cts/id/39353240, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
JCB,8018 CTS,2016,Excavators,Mini Excavators,19 hp,1,USD, JCB08016CG2497628, 2344,Hours,https://www.constructionequipmentguide.com/used-equipment/jcb/excavators/8018_cts/id/39353241, MALTBY,GBR,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,330,2020,Excavators,Large Excavators,Null,1,USD, CAT00330TWCH10083, 154,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330/id/38820989, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,330,2006,Excavators,Large Excavators,Null,1,USD, HAS00279,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330/id/39718577, COLUMBUS,OH,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Case,880,1976,Excavators,Standard Excavators,Null,1,USD, 6201229, 6686,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/880/id/39438805, PHOENIX,AZ,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,325FL CR,2018,Excavators,Large Excavators,Null,1,USD, CAT0325FJNDJ20382, 2602,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/325fl_cr/id/39618646, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,308E2CR,2013,Excavators,Mid-Sized Excavators,Null,1,USD, CAT0308EJTMX00218, 2161,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2cr/id/39349805, SACRAMENTO,CA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,308E2CR,2016,Excavators,Mid-Sized Excavators,Null,1,USD, CAT0308EVFJX06769,Null,Null,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2cr/id/39883471, ST AUBIN SUR GAILLON,FRA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
IHI,55VXL,,Excavators,Mini Excavators,Null,1,USD, X3001016, 5924,Hours,https://www.constructionequipmentguide.com/used-equipment/ihi/excavators/55vxl/id/39592746, CAORSO,ITA,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Kubota,KX713S4R1,2015,Excavators,Mini Excavators,Null,1,USD, JKUK0713C01H20970, 1859,Hours,https://www.constructionequipmentguide.com/used-equipment/kubota/excavators/kx713s4r1/id/39420101, DENVER,CO,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
Caterpillar,305E2,2018,Excavators,Mini Excavators,Null,1,USD, CAT0305EEH5M06462, 20,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e2/id/39657453, ORLANDO,FL,,US,Ritchie Bros. Auctioneers,Null," Burnaby, British Columbia, Canada"
