Manufacturer,Model,Year,Type,SubType,Size_Class,Price,Currency,Serial_Number,Meter_Reads,Meter_Reads_UOM,URL,Seller_City,Seller_State,Seller_Zip,Seller_Country,Seller_Name,Condition,Machine_Location
Caterpillar,302.5,2001,Excavators,Mini Excavators,24 hp,22500,USD, 4AZ02702, 465,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/302.5/id/26594249, SALEM,VA, 24153,US,Carter Machinery,Null," Salem, VA"
Caterpillar,301.4C,2018,Excavators,Mini Excavators,24 hp,22500,USD, LJ300471, 388,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/301.4c/id/30700983, SALEM,VA, 24153,US,Carter Machinery,Null," Salem, VA"
Caterpillar,300.9D,2018,Excavators,Mini Excavators,13 hp,21500,USD, LJ201190, 187,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/300.9d/id/30700979, SALEM,VA, 24153,US,Carter Machinery,Null," Salem, VA"
Caterpillar,301.7DCR,2014,Excavators,Mini Excavators,18 hp,19500,USD, LJ800272, 937,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/301.7dcr/id/30728019, SALEM,VA, 24153,US,Carter Machinery,Null," Salem, VA"
Caterpillar,336EL 12HY,2014,Excavators,Large Excavators,316 hp,0,USD, RZA00769, 5889,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336el_12hy/id/20161226, SALEM,VA, 24153,US,Carter Machinery,Null," Salem, VA"
Caterpillar,336EL 10HY,2014,Excavators,Large Excavators,323 hp,0,USD, RZA00782, 4003,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336el_10hy/id/20217660, SALEM,VA, 24153,US,Carter Machinery,Null," Salem, VA"
Case,CX300D,2019,Excavators,Large Excavators,154 hp,240000,USD, EX3579, 864,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx300d/id/32457561, RALEIGH,NC, 27604,US,Hills Machinery,Used," Raleigh, NC"
Case,CX210D,2018,Excavators,Large Excavators,160 hp,135000,USD, EX8000, 3682,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx210d/id/36066132, RALEIGH,NC, 27604,US,Hills Machinery,Used," Raleigh, NC"
Case,CX210D,2016,Excavators,Large Excavators,160 hp,129000,USD, EX0286, 3184,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx210d/id/20302533, RALEIGH,NC, 27604,US,Hills Machinery,Used," Raleigh, NC"
Case,CX210D,2017,Excavators,Large Excavators,160 hp,107000,USD, EX7917, 4196,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx210d/id/29166548, RALEIGH,NC, 27604,US,Hills Machinery,Used," Raleigh, NC"
Case,CX80C,2019,Excavators,Mid-Sized Excavators,55 hp,102000,USD, MX4544, 203,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx80c/id/32538337, RALEIGH,NC, 27604,US,Hills Machinery,Used," Raleigh, NC"
Case,CX235C,2015,Excavators,Large Excavators,Null,99000,USD, EX7987, 4802,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx235c/id/36066131, RALEIGH,NC, 27604,US,Hills Machinery,Used," Raleigh, NC"
Case,CX37C,2019,Excavators,Mini Excavators,24 hp,49500,USD, MX3566, 441,Hours,https://www.constructionequipmentguide.com/used-equipment/case/excavators/cx37c/id/32457588, RALEIGH,NC, 27604,US,Hills Machinery,Used," Raleigh, NC"
Komatsu,PC360 LC-11,2016,Excavators,Large Excavators,271 hp,181500,USD, A35474, 4733,Hours,https://www.constructionequipmentguide.com/used-equipment/komatsu/excavators/pc360_lc-11/id/33114635, RALEIGH,NC, 27607,US,Linder Industrial Machinery Co.,Used," Raleigh, NC"
John Deere,300G LC,2017,Excavators,Large Excavators,223 hp,194750,USD, 1FF300GXEHF730538, 2120,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/300g_lc/id/29702511, NEW BERN,NC, 28562,US,James River Equipment,Cntrl Pattern Select," New Bern, NC"
John Deere,210G LC,2016,Excavators,Mid-Sized Excavators,160 hp,160500,USD, 1FF210GXJGF524022, 2588,Hours,https://www.constructionequipmentguide.com/used-equipment/john-deere/excavators/210g_lc/id/38833186, NEW BERN,NC, 28562,US,James River Equipment,Cntrl Pattern Select," New Bern, NC"
Hitachi,ZX210LC-6,2016,Excavators,Large Excavators,160 hp,136250,USD, 1FFDC571TGF340075, 4707,Hours,https://www.constructionequipmentguide.com/used-equipment/hitachi/excavators/zx210lc-6/id/39817152, NEW BERN,NC, 28562,US,James River Equipment,Cntrl Pattern Select," New Bern, NC"
Caterpillar,349F L,2016,Excavators,Large Excavators,Null,385000,USD, BZ200758, 6737,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/349f_l/id/24570676, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,385000,USD, RKB21043, 1553,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600523, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,325000,USD, RKB20728, 3177,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600465, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,336F L,2016,Excavators,Large Excavators,319 hp,315000,USD, SSN00268, 2948,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/33903268, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,330,2017,Excavators,Large Excavators,Null,300000,USD, MBX10123, 3382,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330/id/26751182, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,295000,USD, RKB20704, 3003,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600480, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,295000,USD, RKB20344, 3040,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/28600501, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,295000,USD, RKB20650, 3612,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/30441639, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,336F L,2018,Excavators,Large Excavators,319 hp,295000,USD, RKB20650, 3612,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336f_l/id/30441836, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,330,2016,Excavators,Large Excavators,Null,275000,USD, MBX00483, 3599,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330/id/20208907, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,321D LCR,2015,Excavators,Large Excavators,148 hp,250000,USD, MPG01187, 3969,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/321d_lcr/id/20029587, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,329F L,2015,Excavators,Large Excavators,Null,215000,USD, ERL00546, 3889,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/329f_l/id/28752149, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323,2018,Excavators,Large Excavators,162 hp,215000,USD, RAZ00916, 3011,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323/id/28752139, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,325F L CR,2018,Excavators,Large Excavators,161 hp,210000,USD, NDJ20204, 2098,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/325f_l_cr/id/33401122, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,323F L,2017,Excavators,Large Excavators,Null,205000,USD, XCF10316, 3521,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/27535249, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,M316F,2018,Excavators,Standard Wheeled Excavators,Null,195000,USD, FB600470, 1484,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/m316f/id/28600487, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,326F L,2018,Excavators,Large Excavators,203 hp,194000,USD, FBR20086, 3237,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/326f_l/id/28600470, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,32007,2019,Excavators,Large Excavators,162 hp,190000,USD, HEX10782, 1928,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/32007/id/37263284, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,323F L,2017,Excavators,Large Excavators,Null,185000,USD, YEJ10285, 3663,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/27788402, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323,2018,Excavators,Large Excavators,162 hp,185000,USD, RAZ00305, 3381,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323/id/28600459, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323,2018,Excavators,Large Excavators,162 hp,185000,USD, RAZ00733, 3031,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323/id/36858656, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes - limbs and debris in compartments," Raleigh, NC"
Caterpillar,323F L,2017,Excavators,Large Excavators,Null,180000,USD, YEJ10359, 3877,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/27535244, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,178500,USD, HEX02632, 2129,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/28600535, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,178500,USD, HEX01889, 2163,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/28600551, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,175000,USD, HEX01746, 1613,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/28600433, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,330 L,2016,Excavators,Large Excavators,Null,174000,USD, MBX00478, 4401,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330_l/id/19953031, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,M318F,2017,Excavators,Standard Wheeled Excavators,Null,170000,USD, FB800292, 3217,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/m318f/id/21025986, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,330,2016,Excavators,Large Excavators,Null,170000,USD, MBX00517, 3964,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330/id/28752147, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,165000,USD, HEX01587, 2100,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/28600431, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,323F L,2016,Excavators,Large Excavators,Null,165000,USD, XCF01246, 2677,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/25577247, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323F L,2016,Excavators,Large Excavators,Null,165000,USD, XCF01229, 3497,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/25579104, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,316F L,2017,Excavators,Standard Excavators,Null,165000,USD, YDL10193, 1941,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/316f_l/id/29331835, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,M318F,2016,Excavators,Standard Wheeled Excavators,Null,165000,USD, F8B00845, 2574,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/m318f/id/19398100, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes - During last service," Raleigh, NC"
Caterpillar,313F L,2018,Excavators,Standard Excavators,Null,165000,USD, DJE10451, 1592,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313f_l/id/28600514, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,316F L,2017,Excavators,Standard Excavators,Null,162500,USD, YDL10196, 2394,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/316f_l/id/29465486, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,326F L,2015,Excavators,Large Excavators,203 hp,160000,USD, WGL00194, 3379,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/326f_l/id/23963355, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,323F L,2016,Excavators,Large Excavators,Null,160000,USD, XCF01277, 3729,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/323f_l/id/29126966, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,316F L,2017,Excavators,Standard Excavators,Null,160000,USD, YDL10105, 3121,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/316f_l/id/26666710, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,314E LCR,2015,Excavators,Standard Excavators,89 hp,160000,USD, ZJT01350, 2097,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/314e_lcr/id/29126967, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,320E L,2013,Excavators,Large Excavators,164 hp,155000,USD, WBK02119, 3860,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320e_l/id/39602079, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,320E L,2014,Excavators,Large Excavators,164 hp,155000,USD, WBK02893, 4326,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320e_l/id/39602080, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,320E L,2014,Excavators,Large Excavators,164 hp,155000,USD, WBK02975, 4444,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320e_l/id/39602081, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,316F L,2016,Excavators,Standard Excavators,Null,155000,USD, YDL00190, 2890,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/316f_l/id/26386994, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,313F L,2017,Excavators,Standard Excavators,Null,150000,USD, DJE10164, 1758,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313f_l/id/28752158, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,313F L GC,2018,Excavators,Standard Excavators,74 hp,150000,USD, HDK10152, 1681,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313f_l_gc/id/28600565, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,325FLCR,2017,Excavators,Large Excavators,Null,150000,USD, XAA10325, 3441,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/325flcr/id/39744147, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,315L,2016,Excavators,Standard Excavators,Null,148500,USD, TDY00223, 2010,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/315l/id/19892233, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,313F L GC,2017,Excavators,Standard Excavators,74 hp,145000,USD, GJD10173, 1506,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313f_l_gc/id/26995258, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,313F L,2016,Excavators,Standard Excavators,Null,142000,USD, DJE00142, 2988,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/313f_l/id/25577159, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,326F L,2016,Excavators,Large Excavators,203 hp,140000,USD, WGL00766, 4448,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/326f_l/id/24506678, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,312E L,2015,Excavators,Standard Excavators,94 hp,140000,USD, MJD01203, 2917,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/312e_l/id/8246836, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,311F L RR,2016,Excavators,Standard Excavators,Null,139500,USD, KCW00437, 1946,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/311f_l_rr/id/25577145, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,311F L RR,2016,Excavators,Standard Excavators,70 hp,139500,USD, KCW00427, 1899,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/311f_l_rr/id/29164604, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,336EL H,2014,Excavators,Large Excavators,316 hp,125000,USD, RZA00897, 4459,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/336el_h/id/25956165, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,311F L RR,2016,Excavators,Standard Excavators,Null,115000,USD, KCW00424, 2565,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/311f_l_rr/id/8298019, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,316E L,2013,Excavators,Standard Excavators,119 hp,115000,USD, DZW00932C, 4500,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/316e_l/id/39698347, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,308E2 CR,2018,Excavators,Mid-Sized Excavators,67 hp,95000,USD, FJX11920, 1597,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2_cr/id/28600644, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2,2015,Excavators,Mid-Sized Excavators,Null,80000,USD, FJX02523, 1591,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2/id/26387018, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,320E L,2014,Excavators,Large Excavators,164 hp,75000,USD, WBK02565, 8797,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320e_l/id/39872891, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,330C L,2004,Excavators,Large Excavators,247 hp,75000,USD, DKY02654C, 5338,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/330c_l/id/39698317, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,307E2,2018,Excavators,Mid-Sized Excavators,51 hp,70000,USD, KC901026, 1946,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/307e2/id/28600621, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,308E2CRSB,2015,Excavators,Mid-Sized Excavators,65 hp,70000,USD, FJX04131, 2519,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/308e2crsb/id/38964380, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,305.5E2 CR,2018,Excavators,Mini Excavators,44 hp,63000,USD, CR505076, 1080,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305.5e2_cr/id/37248906, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305.5E2 CR,2018,Excavators,Mini Excavators,44 hp,58000,USD, CR505855, 865,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305.5e2_cr/id/28600641, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305.5E2 CR,2017,Excavators,Mini Excavators,44 hp,53000,USD, CR502596, 1450,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305.5e2_cr/id/25577624, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305.5E2,2016,Excavators,Mini Excavators,Null,48000,USD, CR500521, 1505,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305.5e2/id/26366360, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,305E CR,2017,Excavators,Mini Excavators,42 hp,46000,USD, H5M03528, 1839,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/305e_cr/id/25748689, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303.5E2 CR,2017,Excavators,Mini Excavators,25 hp,45000,USD, JWY02497, 906,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303.5e2_cr/id/25577574, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303.5E2 CR,2018,Excavators,Mini Excavators,25 hp,42000,USD, JWY03623, 669,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303.5e2_cr/id/28600599, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,M318,1996,Excavators,Standard Wheeled Excavators,Null,40000,USD, 8AL00649, 9300,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/m318/id/34357330, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,304E2 CR,2016,Excavators,Mini Excavators,40 hp,40000,USD, ME401786, 1106,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/304e2_cr/id/26386988, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2017,Excavators,Mini Excavators,25 hp,35000,USD, HHM02096, 926,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/25577394, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,303E CR,2016,Excavators,Mini Excavators,25 hp,32500,USD, HHM01716, 785,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/303e_cr/id/25577054, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,301.7D,2018,Excavators,Mini Excavators,18 hp,26000,USD, LJ400587, 598,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/301.7d/id/28600685, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,300.9D,2018,Excavators,Mini Excavators,13 hp,19000,USD, LJ201004, 580,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/300.9d/id/28600684, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,320,2017,Excavators,Large Excavators,162 hp,0,USD, HEX00120, 1545,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/25579454, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,0,USD, HEX01265, 1909,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/28600430, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,0,USD, HEX01408, 1572,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/28600432, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,0,USD, KTN00455, 1589,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/28600497, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,0,USD, HEX02587, 1978,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/28600527, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,0,USD, KTN00358, 2200,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/28600541, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,320-07,2019,Excavators,Large Excavators,162 hp,0,USD, HEX11240, 1836,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320-07/id/36990453, RALEIGH,NC, 27606,US,Gregory Poole CAT,No," Raleigh, NC"
Caterpillar,320,2018,Excavators,Large Excavators,162 hp,0,USD, HEX01861, 3695,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/320/id/39451771, RALEIGH,NC, 27606,US,Gregory Poole CAT,Yes," Raleigh, NC"
Caterpillar,349F L,2018,Excavators,Large Excavators,Null,0,USD, BZ220017, 3158,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/349f_l/id/28600447, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,349F L,2018,Excavators,Large Excavators,Null,0,USD, BZ220166, 5129,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/349f_l/id/28600468, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,349F L,2018,Excavators,Large Excavators,Null,0,USD, BZ220225, 2469,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/349f_l/id/28600472, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
Caterpillar,349F L,2018,Excavators,Large Excavators,Null,0,USD, BZ220308, 2875,Hours,https://www.constructionequipmentguide.com/used-equipment/caterpillar/excavators/349f_l/id/28600508, RALEIGH,NC, 27606,US,Gregory Poole CAT,Null," Raleigh, NC"
